,movieId,min(rating),max(rating),avg(rating)
1797,2398,2.5,5.0,4.0588235294117645
1798,2399,2.0,3.0,2.25
1799,2400,3.0,3.0,3.0
1800,2401,3.0,5.0,3.8125
1801,2402,1.0,4.5,2.6578947368421053
1802,2403,2.0,5.0,3.55
1803,2404,1.0,3.0,1.9166666666666667
1804,2405,1.0,4.0,2.8095238095238093
1805,2406,2.0,5.0,3.4537037037037037
1806,2407,1.5,4.5,3.2674418604651163
1807,2408,1.0,3.0,2.3333333333333335
1808,2409,0.5,5.0,3.1923076923076925
1809,2410,1.0,4.5,2.7291666666666665
1810,2411,1.0,5.0,2.706896551724138
1811,2412,1.0,3.0,1.9411764705882353
1812,2413,2.5,4.5,3.388888888888889
1813,2414,3.0,4.0,3.3636363636363638
1814,2415,3.0,3.0,3.0
1815,2416,1.0,4.0,2.90625
1816,2417,1.0,1.0,1.0
1817,2418,2.0,4.0,2.75
1818,2419,3.5,4.0,3.75
1819,2420,2.0,5.0,3.5657894736842106
1820,2421,0.5,5.0,2.7758620689655173
1821,2422,0.5,3.0,1.75
1822,2423,1.5,5.0,3.566666666666667
1823,2424,0.5,5.0,3.12
1824,2425,4.0,4.0,4.0
1825,2427,0.5,5.0,3.3
1826,2428,1.0,4.0,2.4782608695652173
1827,2429,1.0,4.0,2.8
1828,2430,2.0,4.0,2.8333333333333335
1829,2431,1.0,5.0,3.3703703703703702
1830,2432,2.0,4.5,3.0833333333333335
1831,2433,2.0,4.0,3.0454545454545454
1832,2435,4.0,4.0,4.0
1833,2436,3.0,5.0,4.25
1834,2439,2.5,4.0,3.1666666666666665
1835,2442,3.5,4.0,3.8333333333333335
1836,2443,2.0,4.5,3.375
1837,2445,2.0,4.0,2.6875
1838,2446,2.0,2.0,2.0
1839,2447,1.5,5.0,3.2666666666666666
1840,2448,1.5,3.5,2.6666666666666665
1841,2450,0.5,5.0,2.15625
1842,2451,3.0,3.0,3.0
1843,2453,1.5,3.0,2.1666666666666665
1844,2454,2.0,4.0,3.3846153846153846
1845,2455,1.0,5.0,3.383720930232558
1846,2456,1.0,4.0,2.2777777777777777
1847,2457,2.0,5.0,3.5625
1848,2458,2.0,4.0,2.75
1849,2459,1.0,5.0,3.269230769230769
1850,2460,1.0,3.0,2.0
1851,2462,3.0,3.0,3.0
1852,2463,2.0,5.0,3.3214285714285716
1853,2465,1.0,2.0,1.5
1854,2467,2.0,5.0,3.75
1855,2468,1.0,3.5,2.5
1856,2469,1.0,4.5,3.2142857142857144
1857,2470,1.0,5.0,3.175438596491228
1858,2471,0.5,5.0,2.4791666666666665
1859,2472,2.0,4.0,3.0
1860,2473,2.0,3.0,2.5625
1861,2474,2.0,4.5,3.5
1862,2475,2.0,5.0,3.6666666666666665
1863,2476,3.0,5.0,3.75
1864,2477,2.0,5.0,3.3333333333333335
1865,2478,1.0,5.0,3.1346153846153846
1866,2481,4.0,4.0,4.0
1867,2482,3.0,3.0,3.0
1868,2483,3.5,3.5,3.5
1869,2485,0.5,5.0,2.8448275862068964
1870,2488,0.5,5.0,3.0
1871,2490,1.0,5.0,3.422222222222222
1872,2491,2.0,4.5,3.6
1873,2492,1.0,4.0,3.0
1874,2493,4.0,4.0,4.0
1875,2494,4.0,4.0,4.0
1876,2495,2.5,5.0,4.0
1877,2496,1.0,4.5,3.108695652173913
1878,2497,1.5,4.0,2.9166666666666665
1879,2498,1.0,3.0,2.1
1880,2500,1.0,4.0,2.0
1881,2501,2.0,5.0,3.75
1882,2502,1.5,5.0,4.090425531914893
1883,2503,4.0,4.0,4.0
1884,2504,2.0,4.0,3.1666666666666665
1885,2505,1.0,4.0,2.9444444444444446
1886,2506,2.0,5.0,3.3333333333333335
1887,2511,4.0,5.0,4.666666666666667
1888,2512,5.0,5.0,5.0
1889,2513,1.0,5.0,2.85
1890,2514,0.5,2.5,1.8333333333333333
1891,2515,1.5,2.0,1.75
1892,2516,1.0,1.0,1.0
1893,2517,1.0,4.0,2.95
1894,2518,2.0,5.0,3.05
1895,2520,1.0,3.0,2.1666666666666665
1896,2521,3.0,4.0,3.5
1897,2522,2.0,5.0,3.25
1898,2523,2.0,3.0,2.5
1899,2524,0.5,5.0,3.2222222222222223
1900,2525,1.0,3.0,2.0
1901,2526,0.5,3.0,1.8333333333333333
1902,2527,2.5,4.0,3.4166666666666665
1903,2528,2.0,4.0,3.2291666666666665
1904,2529,1.5,5.0,3.8035714285714284
1905,2530,1.0,5.0,2.7777777777777777
1906,2531,1.0,5.0,2.7777777777777777
1907,2532,1.0,5.0,2.7916666666666665
1908,2533,1.0,5.0,3.0
1909,2534,0.5,4.0,2.5
1910,2535,2.0,3.0,2.6666666666666665
1911,2537,1.0,3.0,2.0
1912,2538,1.0,1.0,1.0
1913,2539,1.0,5.0,3.095744680851064
1914,2540,2.0,3.0,2.5
1915,2541,1.0,5.0,3.225
1916,2542,1.0,5.0,4.052238805970149
1917,2544,3.0,3.0,3.0
1918,2546,2.5,4.0,3.25
1919,2548,1.0,2.0,1.8333333333333333
1920,2549,2.0,4.0,2.9166666666666665
1921,2550,3.0,5.0,4.0
1922,2551,2.0,5.0,3.6875
1923,2552,1.0,2.0,1.5
1924,2553,2.0,4.0,3.0833333333333335
1925,2554,2.0,4.0,3.1666666666666665
1926,2555,1.0,2.0,1.6666666666666667
1927,2557,4.5,4.5,4.5
1928,2558,1.0,4.0,2.3333333333333335
1929,2559,3.0,3.0,3.0
1930,2560,1.0,4.0,3.0
1931,2561,2.0,3.0,2.75
1932,2563,3.0,5.0,4.166666666666667
1933,2565,3.0,5.0,4.166666666666667
1934,2566,1.0,3.0,2.0
1935,2567,2.0,4.0,2.973684210526316
1936,2568,1.0,5.0,3.1875
1937,2570,3.0,4.0,3.2
1938,2571,0.5,5.0,4.192446043165468
1939,2572,0.5,5.0,3.5277777777777777
1940,2573,1.0,1.0,1.0
1941,2574,1.0,3.0,2.0
1942,2575,3.0,5.0,3.75
1943,2577,3.0,3.0,3.0
1944,2579,3.5,4.0,3.8333333333333335
1945,2580,2.5,5.0,3.9615384615384617
1946,2581,1.0,5.0,2.9583333333333335
1947,2582,1.5,5.0,3.0
1948,2583,2.0,5.0,3.875
1949,2585,4.0,4.5,4.25
1950,2586,0.5,3.0,1.75
1951,2587,2.0,4.0,3.25
1952,2589,3.5,3.5,3.5
1953,2590,2.5,2.5,2.5
1954,2593,3.0,4.0,3.375
1955,2594,2.5,5.0,3.75
1956,2596,2.0,5.0,3.7916666666666665
1957,2597,2.5,3.0,2.75
1958,2598,1.0,4.0,2.84
1959,2599,0.5,5.0,3.6607142857142856
1960,2600,2.0,5.0,3.8636363636363638
1961,2605,1.0,5.0,2.988372093023256
1962,2606,0.5,4.0,2.566666666666667
1963,2607,3.5,4.5,4.0
1964,2609,4.0,4.0,4.0
1965,2611,3.0,3.0,3.0
1966,2612,4.0,4.0,4.0
1967,2613,1.0,5.0,2.875
1968,2614,1.0,1.0,1.0
1969,2615,2.0,4.5,2.875
1970,2616,1.0,5.0,2.8846153846153846
1971,2617,0.5,5.0,3.1206896551724137
1972,2618,3.0,4.0,3.4
1973,2620,3.0,3.0,3.0
1974,2622,2.0,5.0,3.1363636363636362
1975,2623,1.0,1.0,1.0
1976,2624,3.5,5.0,4.25
1977,2625,1.5,3.5,2.5
1978,2628,0.5,5.0,3.107142857142857
1979,2629,2.0,3.0,2.5
1980,2630,3.0,4.0,3.5
1981,2632,4.0,4.0,4.0
1982,2633,2.0,4.0,3.3333333333333335
1983,2634,3.0,4.0,3.3333333333333335
1984,2639,2.5,4.0,3.125
1985,2640,1.0,5.0,3.6065573770491803
1986,2641,0.5,5.0,3.020408163265306
1987,2642,1.0,3.5,2.25
1988,2643,0.5,3.0,1.6875
1989,2644,2.5,4.0,3.3333333333333335
1990,2648,2.0,5.0,3.909090909090909
1991,2651,1.0,1.0,1.0
1992,2652,3.0,3.0,3.0
1993,2654,2.0,5.0,3.6
1994,2655,2.0,2.0,2.0
1995,2656,3.0,3.0,3.0
1996,2657,1.0,5.0,3.3412698412698414
1997,2659,2.0,2.0,2.0
1998,2660,3.0,4.0,3.5
1999,2661,3.0,3.0,3.0
2000,2662,2.0,4.5,3.1666666666666665
2001,2664,3.0,5.0,3.769230769230769
2002,2665,1.0,1.0,1.0
2003,2668,2.0,4.0,2.9375
2004,2669,3.0,4.0,3.5
2005,2670,3.0,5.0,3.6
2006,2671,0.5,5.0,3.455357142857143
2007,2672,0.5,4.0,2.9583333333333335
2008,2674,1.5,3.0,2.25
2009,2676,1.5,4.5,3.1666666666666665
2010,2677,4.0,5.0,4.375
2011,2681,2.5,3.5,3.0
2012,2682,4.0,4.0,4.0
2013,2683,0.5,5.0,3.1983471074380163
2014,2686,3.0,5.0,4.026315789473684
2015,2687,1.5,5.0,3.4583333333333335
2016,2688,0.5,4.0,2.933333333333333
2017,2690,2.0,5.0,3.7
2018,2691,2.5,4.5,3.6666666666666665
2019,2692,2.0,5.0,4.0
2020,2693,1.0,4.5,3.375
2021,2694,0.5,5.0,3.1979166666666665
2022,2695,2.0,2.0,2.0
2023,2696,4.0,5.0,4.333333333333333
2024,2697,3.5,3.5,3.5
2025,2698,2.0,2.0,2.0
2026,2699,0.5,5.0,2.811320754716981
2027,2700,0.5,5.0,3.861842105263158
2028,2701,0.5,4.5,2.207547169811321
2029,2702,1.0,5.0,3.4
2030,2706,0.5,5.0,3.378640776699029
2031,2707,0.5,5.0,3.272727272727273
2032,2708,4.0,4.0,4.0
2033,2709,1.0,5.0,3.1666666666666665
2034,2710,0.5,5.0,2.796875
2035,2712,1.0,5.0,3.4622641509433962
2036,2713,0.5,4.0,2.6666666666666665
2037,2716,1.5,5.0,3.775
2038,2717,0.5,5.0,3.0
2039,2718,1.5,4.0,3.2
2040,2719,0.5,3.0,2.1153846153846154
2041,2720,0.5,5.0,2.0952380952380953
2042,2722,0.5,4.5,2.7758620689655173
2043,2723,1.0,5.0,3.08974358974359
2044,2724,0.5,5.0,2.8333333333333335
2045,2725,2.0,2.0,2.0
2046,2726,3.0,5.0,4.055555555555555
2047,2727,3.0,3.0,3.0
2048,2728,2.5,5.0,3.576923076923077
2049,2729,3.0,4.0,3.5
2050,2730,2.0,5.0,3.7142857142857144
2051,2731,2.0,5.0,4.0
2052,2732,4.0,5.0,4.5
2053,2733,2.0,2.0,2.0
2054,2734,2.5,4.0,3.25
2055,2735,1.0,4.0,2.71875
2056,2736,3.0,4.0,3.6
2057,2737,4.0,4.0,4.0
2058,2738,4.0,4.0,4.0
2059,2739,2.5,5.0,3.9166666666666665
2060,2740,1.0,1.0,1.0
2061,2741,2.0,2.0,2.0
2062,2742,1.0,1.0,1.0
2063,2743,3.0,3.0,3.0
2064,2744,4.0,4.0,4.0
2065,2745,2.0,5.0,3.5
2066,2746,1.5,5.0,3.3333333333333335
2067,2747,2.0,4.0,3.0
2068,2748,0.5,3.0,1.8333333333333333
2069,2749,4.0,4.0,4.0
2070,2750,2.0,4.0,3.142857142857143
2071,2751,4.0,4.0,4.0
2072,2752,2.0,4.0,2.8125
2073,2754,1.0,1.0,1.0
2074,2757,3.5,3.5,3.5
2075,2759,2.5,5.0,3.5
2076,2761,2.0,5.0,4.051282051282051
2077,2762,0.5,5.0,3.893854748603352
2078,2763,1.0,5.0,3.6458333333333335
2079,2764,3.0,5.0,4.0
2080,2765,3.5,3.5,3.5
2081,2766,3.0,3.5,3.25
2082,2769,2.0,5.0,3.4
2083,2770,0.5,5.0,2.960526315789474
2084,2771,1.0,5.0,3.25
2085,2772,1.0,5.0,2.85
2086,2774,3.0,3.0,3.0
2087,2775,1.0,1.0,1.0
2088,2779,2.0,4.0,3.269230769230769
2089,2782,2.0,4.5,3.3333333333333335
2090,2784,3.0,3.5,3.25
2091,2786,1.0,2.0,1.75
2092,2787,2.0,3.0,2.4166666666666665
2093,2788,2.0,5.0,4.053571428571429
2094,2789,1.0,4.0,2.875
2095,2790,1.0,3.0,2.0
2096,2791,1.0,5.0,3.8563218390804597
2097,2792,1.0,5.0,3.1842105263157894
2098,2793,1.0,3.5,2.3
2099,2794,1.5,3.0,2.6333333333333333
2100,2795,2.0,5.0,3.6538461538461537
2101,2796,0.5,4.0,2.590909090909091
2102,2797,0.5,5.0,3.71978021978022
2103,2798,0.5,3.0,1.5833333333333333
2104,2799,0.5,3.0,1.3125
2105,2800,2.5,2.5,2.5
2106,2801,4.5,4.5,4.5
2107,2802,2.0,4.0,3.0384615384615383
2108,2803,2.0,4.0,2.923076923076923
2109,2804,1.0,5.0,3.9727272727272727
2110,2805,1.0,4.0,3.0
2111,2806,0.5,5.0,2.3333333333333335
2112,2807,0.5,5.0,2.625
2113,2808,0.5,5.0,2.2058823529411766
2114,2810,2.5,5.0,4.2
2115,2812,3.0,3.0,3.0
2116,2813,1.0,1.0,1.0
2117,2815,1.0,3.0,2.2857142857142856
2118,2816,1.0,3.0,1.6666666666666667
2119,2817,1.0,3.0,2.0
2120,2818,1.0,1.0,1.0
2121,2819,1.0,5.0,3.75
2122,2820,4.0,4.0,4.0
2123,2822,2.0,5.0,3.1363636363636362
2124,2824,5.0,5.0,5.0
2125,2826,1.0,4.5,2.9038461538461537
2126,2827,1.0,3.5,2.272727272727273
2127,2828,1.0,2.0,1.5
2128,2829,1.0,4.0,3.0714285714285716
2129,2835,1.0,1.0,1.0
2130,2836,2.0,5.0,3.5
2131,2837,3.0,3.0,3.0
2132,2839,4.0,4.0,4.0
2133,2840,1.0,5.0,2.869565217391304
2134,2841,1.5,5.0,3.5277777777777777
2135,2843,2.0,5.0,3.9444444444444446
2136,2844,1.0,4.0,2.6666666666666665
2137,2846,3.0,5.0,3.857142857142857
2138,2847,3.0,3.0,3.0
2139,2848,4.0,4.0,4.0
2140,2851,2.0,5.0,3.25
2141,2852,4.0,4.0,4.0
2142,2856,3.0,3.0,3.0
2143,2857,2.0,4.5,3.2857142857142856
2144,2858,0.5,5.0,4.056372549019608
2145,2859,3.0,5.0,3.857142857142857
2146,2860,2.0,3.5,2.611111111111111
2147,2861,2.0,4.0,3.375
2148,2862,1.0,1.0,1.0
2149,2863,2.0,5.0,3.473684210526316
2150,2865,4.0,4.0,4.0
2151,2866,3.0,4.0,3.6
2152,2867,1.0,5.0,3.5833333333333335
2153,2868,1.0,3.0,2.0
2154,2870,3.0,4.0,3.3125
2155,2871,3.0,5.0,3.9
2156,2872,1.5,5.0,3.64
2157,2874,3.0,4.0,3.6666666666666665
2158,2875,2.0,4.0,2.95
2159,2876,2.0,2.0,2.0
2160,2877,1.0,4.0,3.0
2161,2878,2.0,2.0,2.0
2162,2879,1.0,5.0,3.2142857142857144
2163,2880,1.0,4.0,3.0833333333333335
2164,2881,0.5,5.0,3.026315789473684
2165,2882,1.0,2.5,2.0
2166,2883,3.0,4.0,3.2
2167,2884,2.0,2.0,2.0
2168,2885,2.0,2.0,2.0
2169,2886,1.0,2.0,1.5
2170,2887,1.0,1.0,1.0
2171,2888,1.0,3.5,2.1
2172,2889,3.0,5.0,3.75
2173,2890,1.0,5.0,3.7111111111111112
2174,2891,3.0,5.0,4.0
2175,2892,1.0,1.0,1.0
2176,2893,3.0,3.0,3.0
2177,2894,4.0,4.0,4.0
2178,2896,3.0,3.0,3.0
2179,2897,4.0,4.0,4.0
2180,2898,2.0,2.0,2.0
2181,2899,1.0,5.0,3.0
2182,2900,2.0,3.0,2.5
2183,2901,1.0,5.0,2.892857142857143
2184,2902,2.0,3.0,2.5
2185,2903,2.0,3.0,2.5
2186,2905,3.5,4.5,4.25
2187,2906,1.0,5.0,2.5714285714285716
2188,2907,2.0,5.0,3.5714285714285716
2189,2908,1.0,5.0,3.551282051282051
2190,2912,2.5,5.0,3.892857142857143
2191,2915,1.0,5.0,3.4404761904761907
2192,2916,1.5,5.0,3.653409090909091
2193,2917,3.0,5.0,4.0
2194,2918,1.0,5.0,3.8394495412844036
2195,2919,3.0,5.0,3.8125
2196,2921,3.0,5.0,4.181818181818182
2197,2922,3.0,4.0,3.6
2198,2924,3.0,5.0,4.05
2199,2925,3.5,5.0,4.1
2200,2926,2.0,5.0,3.3181818181818183
2201,2927,3.0,4.0,3.5
2202,2928,3.0,4.0,3.5
2203,2929,3.0,3.5,3.25
2204,2930,3.5,3.5,3.5
2205,2931,4.0,4.5,4.166666666666667
2206,2932,3.0,4.0,3.6666666666666665
2207,2935,1.0,5.0,4.0
2208,2936,3.0,5.0,4.0
2209,2937,2.5,5.0,4.1
2210,2940,4.0,4.0,4.0
2211,2941,3.0,5.0,3.7777777777777777
2212,2942,1.0,5.0,2.875
2213,2943,3.5,5.0,4.166666666666667
2214,2944,3.0,5.0,3.96875
2215,2946,3.0,4.0,3.357142857142857
2216,2947,2.0,5.0,3.839622641509434
2217,2948,3.0,5.0,3.75
2218,2949,2.5,5.0,3.712121212121212
2219,2950,1.0,4.0,2.4642857142857144
2220,2951,1.5,5.0,3.9358974358974357
2221,2952,2.5,4.0,3.5416666666666665
2222,2953,0.5,5.0,2.5161290322580645
2223,2956,2.0,4.0,3.1666666666666665
2224,2959,0.5,5.0,4.272935779816514
2225,2961,1.0,3.0,2.4
2226,2962,3.0,3.0,3.0
2227,2964,1.0,1.0,1.0
2228,2965,2.0,2.0,2.0
2229,2966,3.0,5.0,3.9285714285714284
2230,2967,4.0,4.0,4.0
2231,2968,0.5,5.0,3.731707317073171
2232,2969,5.0,5.0,5.0
2233,2970,3.0,4.5,3.375
2234,2971,3.0,5.0,4.083333333333333
2235,2972,5.0,5.0,5.0
2236,2973,2.0,5.0,3.9166666666666665
2237,2974,2.5,2.5,2.5
2238,2975,3.0,3.0,3.0
2239,2976,2.0,4.0,3.4166666666666665
2240,2977,2.0,4.0,3.0
2241,2978,2.0,4.0,3.0
2242,2979,3.0,3.0,3.0
2243,2982,2.0,2.0,2.0
2244,2983,4.0,4.0,4.0
2245,2984,4.5,4.5,4.5
2246,2985,0.5,5.0,3.3714285714285714
2247,2986,0.5,5.0,2.64
2248,2987,0.5,5.0,3.5721649484536084
2249,2988,4.0,4.0,4.0
2250,2989,1.0,5.0,3.5476190476190474
2251,2990,2.0,5.0,3.325
2252,2991,2.5,5.0,3.6956521739130435
2253,2992,3.5,3.5,3.5
2254,2993,2.0,5.0,3.4791666666666665
2255,2995,1.0,3.5,2.4285714285714284
2256,2996,2.0,4.0,3.125
2257,2997,0.5,5.0,3.9545454545454546
2258,3000,0.5,5.0,3.9583333333333335
2259,3002,4.0,4.0,4.0
2260,3003,4.5,4.5,4.5
2261,3004,1.0,4.5,2.5454545454545454
2262,3005,0.5,4.0,2.84
2263,3006,2.0,5.0,3.7419354838709675
2264,3007,3.0,4.5,3.75
2265,3008,4.0,4.0,4.0
2266,3010,4.0,4.0,4.0
2267,3011,2.0,4.0,3.25
2268,3013,4.0,4.0,4.0
2269,3014,2.0,2.0,2.0
2270,3015,3.0,4.0,3.6666666666666665
2271,3016,2.0,4.5,3.0714285714285716
2272,3017,2.0,4.0,3.0
2273,3018,1.0,4.5,3.45
2274,3019,2.0,5.0,4.15
2275,3020,2.0,5.0,3.5294117647058822
2276,3021,2.0,2.0,2.0
2277,3022,2.0,5.0,4.0
2278,3024,1.0,4.5,2.642857142857143
2279,3028,2.0,3.0,2.5
2280,3029,2.0,4.0,3.25
2281,3030,1.0,5.0,4.230769230769231
2282,3031,1.0,3.5,2.375
2283,3032,3.0,5.0,3.6666666666666665
2284,3033,1.0,5.0,3.483050847457627
2285,3034,1.0,5.0,3.513888888888889
2286,3035,3.0,5.0,3.8181818181818183
2287,3036,2.0,5.0,3.7857142857142856
2288,3037,1.0,5.0,4.145833333333333
2289,3038,3.5,5.0,4.2
2290,3039,2.0,5.0,3.730769230769231
2291,3040,1.0,5.0,3.2222222222222223
2292,3041,1.0,4.0,2.0833333333333335
2293,3042,2.0,3.0,2.5
2294,3043,1.0,1.0,1.0
2295,3044,2.5,5.0,3.769230769230769
2296,3045,3.0,5.0,3.6
2297,3046,4.0,5.0,4.5
2298,3048,1.0,3.0,2.0
2299,3051,1.5,3.0,2.5
2300,3052,1.0,5.0,3.6455696202531644
2301,3053,3.0,5.0,3.909090909090909
2302,3054,0.5,3.5,2.3125
2303,3055,3.0,4.0,3.3333333333333335
2304,3056,4.0,4.0,4.0
2305,3057,4.0,4.0,4.0
2306,3060,2.0,5.0,3.8666666666666667
2307,3061,2.0,5.0,3.625
2308,3062,3.0,4.5,4.0
2309,3063,1.0,4.0,2.1666666666666665
2310,3064,2.0,3.0,2.3333333333333335
2311,3066,3.0,5.0,3.9285714285714284
2312,3067,1.0,5.0,3.55
2313,3068,3.0,5.0,4.357142857142857
2314,3070,2.0,5.0,3.5476190476190474
2315,3071,2.5,5.0,3.5
2316,3072,1.0,5.0,3.5555555555555554
2317,3073,5.0,5.0,5.0
2318,3074,3.0,5.0,4.25
2319,3075,3.0,5.0,4.166666666666667
2320,3076,3.0,4.5,3.625
2321,3077,4.0,4.0,4.0
2322,3078,4.0,4.0,4.0
2323,3079,2.0,4.0,3.0833333333333335
2324,3081,0.5,5.0,3.475806451612903
2325,3082,1.0,5.0,3.3333333333333335
2326,3083,1.0,5.0,4.157894736842105
2327,3086,5.0,5.0,5.0
2328,3087,1.0,5.0,3.1666666666666665
2329,3088,0.5,5.0,3.8333333333333335
2330,3089,0.5,5.0,4.125
2331,3090,3.5,5.0,4.166666666666667
2332,3091,3.5,4.5,4.125
2333,3093,3.0,5.0,3.75
2334,3094,4.0,4.0,4.0
2335,3095,3.5,5.0,4.111111111111111
2336,3096,5.0,5.0,5.0
2337,3097,2.0,5.0,3.6666666666666665
2338,3098,2.0,5.0,3.6458333333333335
2339,3099,1.0,5.0,3.0714285714285716
2340,3100,2.5,5.0,3.9318181818181817
2341,3101,1.0,5.0,3.0972222222222223
2342,3102,3.0,4.5,3.5714285714285716
2343,3103,2.0,3.5,2.75
2344,3104,2.0,5.0,3.6363636363636362
2345,3105,2.0,4.5,3.6818181818181817
2346,3106,1.0,1.0,1.0
2347,3107,0.5,5.0,3.3043478260869565
2348,3108,2.0,5.0,3.8055555555555554
2349,3109,3.0,4.0,3.5
2350,3111,4.0,5.0,4.25
2351,3112,3.0,3.0,3.0
2352,3113,1.0,4.0,2.7
2353,3114,2.0,5.0,3.8608247422680413
2354,3115,3.0,5.0,4.0
2355,3117,3.0,4.5,3.875
2356,3120,3.0,4.0,3.5
2357,3125,4.0,4.0,4.0
2358,3127,2.0,3.5,2.8333333333333335
2359,3129,3.0,4.0,3.6666666666666665
2360,3130,1.0,4.0,2.4
2361,3132,2.0,2.0,2.0
2362,3134,2.0,5.0,3.7142857142857144
2363,3135,3.0,4.0,3.6666666666666665
2364,3138,3.0,3.0,3.0
2365,3141,1.0,1.5,1.25
2366,3142,1.0,4.0,3.25
2367,3143,3.0,3.0,3.0
2368,3145,2.5,4.0,3.1666666666666665
2369,3146,0.5,4.0,2.323529411764706
2370,3147,0.5,5.0,4.148648648648648
2371,3148,1.0,5.0,3.75
2372,3150,2.5,4.0,3.25
2373,3152,4.0,5.0,4.5
2374,3153,3.5,5.0,4.4
2375,3155,2.0,5.0,3.6666666666666665
2376,3156,1.0,5.0,2.8
2377,3157,0.5,5.0,2.8421052631578947
2378,3158,3.0,4.0,3.6666666666666665
2379,3159,2.5,5.0,3.8333333333333335
2380,3160,1.0,5.0,3.7115384615384617
2381,3161,2.0,4.0,3.0
2382,3162,3.0,3.0,3.0
2383,3163,3.0,5.0,3.875
2384,3165,2.0,4.0,3.0
2385,3167,3.0,4.0,3.5
2386,3168,1.0,5.0,3.603448275862069
2387,3169,2.5,4.0,3.3
2388,3171,4.0,4.0,4.0
2389,3173,1.0,4.0,3.0
2390,3174,1.0,5.0,3.4871794871794872
2391,3175,1.0,5.0,3.58
2392,3176,0.5,5.0,3.336734693877551
2393,3177,2.0,4.0,3.25
2394,3178,2.0,5.0,3.53125
2395,3179,3.0,4.0,3.3333333333333335
2396,3181,2.5,5.0,3.9166666666666665
2397,3182,3.0,4.5,4.0
2398,3183,3.0,3.0,3.0
2399,3185,3.0,4.0,3.3333333333333335
2400,3186,1.5,5.0,3.4642857142857144
2401,3189,2.5,4.5,3.5454545454545454
2402,3190,1.0,4.0,2.0
2403,3192,3.0,3.0,3.0
2404,3194,3.0,4.0,3.625
2405,3196,3.0,4.5,3.7222222222222223
2406,3197,2.0,4.0,2.857142857142857
2407,3198,3.0,5.0,3.9285714285714284
2408,3200,4.0,5.0,4.25
2409,3201,3.5,5.0,4.5
2410,3203,1.0,4.0,3.1666666666666665
2411,3204,3.0,5.0,3.6875
2412,3206,2.0,3.0,2.3333333333333335
2413,3208,1.0,4.0,2.1875
2414,3210,0.5,5.0,3.4761904761904763
2415,3211,3.5,4.0,3.75
2416,3213,2.5,5.0,4.115384615384615
2417,3214,2.0,5.0,3.5
2418,3217,3.0,4.0,3.5
2419,3219,2.0,5.0,3.1923076923076925
2420,3221,3.0,5.0,3.7
2421,3223,1.0,5.0,3.0
2422,3224,4.0,5.0,4.75
2423,3225,1.0,3.0,2.0
2424,3230,3.0,5.0,3.875
2425,3235,2.5,5.0,3.6666666666666665
2426,3238,1.0,3.0,1.5833333333333333
2427,3240,2.5,4.0,3.25
2428,3241,4.0,5.0,4.5
2429,3243,1.0,4.0,2.4
2430,3244,2.5,5.0,3.7083333333333335
2431,3246,2.5,5.0,4.166666666666667
2432,3247,1.0,5.0,3.0277777777777777
2433,3248,0.5,4.0,1.8928571428571428
2434,3249,2.0,4.0,3.111111111111111
2435,3250,2.0,5.0,3.1666666666666665
2436,3251,3.0,4.0,3.7
2437,3252,1.0,5.0,3.5925925925925926
2438,3253,0.5,5.0,3.4754098360655736
2439,3254,2.0,5.0,3.2962962962962963
2440,3255,2.0,5.0,3.466666666666667
2441,3256,1.0,5.0,3.5161290322580645
2442,3257,1.0,5.0,2.859375
2443,3258,1.5,5.0,2.8666666666666667
2444,3259,2.0,4.5,3.1363636363636362
2445,3260,3.0,5.0,4.0
2446,3261,2.0,4.5,3.1818181818181817
2447,3262,2.5,5.0,3.409090909090909
2448,3263,1.0,4.5,3.0454545454545454
2449,3264,0.5,4.0,2.423076923076923
2450,3265,2.0,5.0,4.0
2451,3266,3.5,5.0,4.5
2452,3267,2.0,5.0,3.5555555555555554
2453,3268,1.0,3.0,1.7727272727272727
2454,3269,1.0,4.5,2.8518518518518516
2455,3270,1.0,4.0,2.7916666666666665
2456,3271,2.0,5.0,3.676470588235294
2457,3272,1.0,5.0,3.4375
2458,3273,0.5,5.0,2.6724137931034484
2459,3274,2.0,5.0,3.375
2460,3275,2.5,5.0,4.22093023255814
2461,3276,1.0,1.0,1.0
2462,3280,1.5,1.5,1.5
2463,3281,2.0,2.0,2.0
2464,3283,2.0,4.5,3.25
2465,3284,3.0,3.0,3.0
2466,3285,1.0,4.5,3.0625
2467,3286,1.0,4.0,2.3
2468,3287,2.0,4.5,3.1666666666666665
2469,3289,4.5,4.5,4.5
2470,3294,1.5,1.5,1.5
2471,3295,4.0,4.0,4.0
2472,3296,3.0,5.0,4.071428571428571
2473,3298,2.0,4.5,3.7142857142857144
2474,3299,1.0,4.0,2.6666666666666665
2475,3300,1.0,5.0,3.5641025641025643
2476,3301,2.0,5.0,3.5238095238095237
2477,3302,4.5,5.0,4.75
2478,3303,5.0,5.0,5.0
2479,3306,3.5,4.5,4.125
2480,3307,2.0,5.0,3.8461538461538463
2481,3308,1.0,5.0,2.857142857142857
2482,3310,3.0,5.0,4.1
2483,3313,1.0,2.0,1.5
2484,3315,4.5,4.5,4.5
2485,3316,1.0,5.0,2.4615384615384617
2486,3317,2.0,5.0,3.659090909090909
2487,3323,4.0,4.0,4.0
2488,3324,1.0,2.0,1.3333333333333333
2489,3325,1.0,3.5,2.1666666666666665
